id,borrower_id,amount,term_months,interest_rate,installment,grade,issue_date,loan_status,id_borrower,full_name,credit_score,annual_income,employment_years,home_ownership,loan_id,repayment_velocity,credit_utilization_ratio,delinquency_freq,debt_to_income_ratio,payment_consistency_score,default_probability,risk_segment,recommended_action
18,18,1916.0,60,0.0834391709094536,39.16569833035757,E,2024-04-26 11:47:56.405334,Charged Off,18,Borrower_18,832,153784.46498385206,27,MORTGAGE,18,0.2975,0.7965623303326538,5,0.0,1.91,1.0,Unknown,None
19,19,4574.0,36,0.0556914783687845,138.25875610175717,A,2023-12-14 11:47:56.405341,Fully Paid,19,Borrower_19,815,135329.0623775872,27,MORTGAGE,19,0.2786,0.4642179650105265,15,0.0,8.15,0.0,Unknown,None
20,20,37087.0,60,0.1758709885257877,933.4555131597052,E,2023-11-03 11:47:56.405348,Current,20,Borrower_20,628,96589.00309979991,27,MORTGAGE,20,0.2843,0.3825163823448616,15,0.0,63.12,0.0,Unknown,None
21,21,18790.0,36,0.24519662387849,742.3219221588812,A,2025-01-30 11:47:56.405355,Current,21,Borrower_21,638,43809.46752444946,26,RENT,21,0.4558,0.505738292309996,0,0.0,26.7,0.0,Unknown,None
22,22,18625.0,36,0.1162427629246242,615.2795331232321,B,2025-09-06 11:47:56.405361,Charged Off,22,Borrower_22,749,90574.23303388635,0,MORTGAGE,22,0.1337,0.33314267559518085,0,0.0,26.14,1.0,Unknown,None
23,23,6206.0,36,0.0737311406392504,192.68374166355957,C,2023-07-02 11:47:56.405368,Fully Paid,23,Borrower_23,767,59663.67173667683,18,MORTGAGE,23,0.405,0.734282162807884,17,0.0,10.17,0.0,Unknown,None
24,24,20517.0,60,0.1640774650735061,503.3894522406832,D,2024-08-06 11:47:56.405375,Fully Paid,24,Borrower_24,769,115405.15593504896,27,MORTGAGE,24,0.1527,0.781913858349467,11,0.0,36.58,0.0,Unknown,None
25,25,38696.0,60,0.2312708422191292,1093.6857049783025,A,2025-09-15 11:47:56.405382,Current,25,Borrower_25,754,104605.45985138293,26,MORTGAGE,25,0.2853,0.48149838155224656,0,0.0,59.11,0.0,Unknown,None
26,26,17105.0,60,0.2068123559656957,459.6858552711666,B,2024-07-31 11:47:56.405389,Charged Off,26,Borrower_26,630,43276.59388731236,19,OWN,26,0.1887,0.4476844935938422,10,0.0,36.13,1.0,Unknown,None
27,27,36656.0,60,0.1745031736825432,919.8951659888008,C,2025-08-26 11:47:56.405396,Fully Paid,27,Borrower_27,634,96173.86262175885,28,MORTGAGE,27,0.2406,0.8990154984924058,0,0.0,43.88,0.0,Unknown,None
28,28,3690.0,60,0.1130112993215198,80.78480239332966,C,2023-12-08 11:47:56.405402,Fully Paid,28,Borrower_28,823,84205.64367657907,29,RENT,28,0.3486,0.7039280494705359,9,0.0,5.01,0.0,Unknown,None
29,29,37859.0,36,0.158376034655244,1327.976740798788,C,2024-10-11 11:47:56.405409,Current,29,Borrower_29,710,14961.246474467072,16,MORTGAGE,29,0.5665,0.7498578825996239,0,0.0,87.65,0.0,Unknown,None
30,30,1690.0,36,0.068248968260851,52.04709891444345,A,2023-12-03 11:47:56.405416,Charged Off,30,Borrower_30,714,89363.56429044485,4,RENT,30,0.0634,0.8629808539110493,23,0.0,2.53,1.0,Unknown,None
31,31,26103.0,36,0.185789084856134,951.283816512146,B,2024-02-26 11:47:56.405423,Fully Paid,31,Borrower_31,600,48247.63575546669,25,OWN,31,0.2527,0.860742145661465,15,0.0,45.75,0.0,Unknown,None
32,32,35263.0,60,0.1950192037795302,924.5079839130702,E,2023-04-29 11:47:56.405430,Charged Off,32,Borrower_32,746,38444.80183067899,2,RENT,32,0.3339,0.7132735616525844,19,0.0,47.68,1.0,Unknown,None
33,33,12085.0,60,0.2430063245819838,349.7728807946837,B,2024-07-01 11:47:56.405436,Current,33,Borrower_33,668,39276.030382509365,1,MORTGAGE,33,0.4815,0.5964508216061127,1,0.0,23.13,0.0,Unknown,None
34,34,26825.0,36,0.1020794717490143,868.188584642979,B,2024-09-09 11:47:56.405443,Current,34,Borrower_34,593,55959.22347110733,2,RENT,34,0.3964,0.6692277860994593,3,0.0,45.89,0.0,Unknown,None
35,35,11720.0,60,0.0536912838086045,223.15834596156296,B,2023-10-26 11:47:56.405450,Current,35,Borrower_35,821,76117.21928315537,7,MORTGAGE,35,0.1498,0.24589098977853646,18,0.0,13.5,0.0,Unknown,None
36,36,39641.0,60,0.1591216928854301,962.1431411383352,A,2024-09-23 11:47:56.405457,Current,36,Borrower_36,844,30250.53014935445,15,MORTGAGE,36,0.1395,0.6514745336394039,9,0.0,45.22,0.0,Unknown,None
37,37,38271.0,36,0.1913581008793629,1405.4918165503866,A,2025-02-09 11:47:56.405463,Current,37,Borrower_37,632,65836.12100287873,5,RENT,37,0.3317,0.4866159416979706,1,0.0,73.88,0.0,Unknown,None
38,38,12720.0,36,0.2080814951765976,477.97480766097976,A,2025-05-29 11:47:56.405470,Current,38,Borrower_38,671,79887.8482413959,12,RENT,38,0.4984,0.8744972633474809,0,0.0,22.57,0.0,Unknown,None
39,39,1897.0,60,0.0887477866049621,39.26341193359125,B,2024-08-08 11:47:56.405477,Current,39,Borrower_39,843,151888.63879871526,29,RENT,39,0.3093,0.5141298991806458,2,0.0,2.56,0.0,Unknown,None
40,40,18094.0,60,0.1023505738074047,386.54008159784826,A,2024-10-03 11:47:56.405483,Fully Paid,40,Borrower_40,614,34949.341818203015,22,MORTGAGE,40,0.1716,0.5776801501039185,7,0.0,24.11,0.0,Unknown,None
41,41,37463.0,36,0.1525181850534592,1303.2917676522072,C,2025-01-13 11:47:56.405490,Current,41,Borrower_41,785,50271.51565955185,27,MORTGAGE,41,0.2034,0.3484809793323821,5,0.0,66.99,0.0,Unknown,None
42,42,36454.0,60,0.1161201619940003,803.7700182108422,A,2024-03-30 11:47:56.405497,Current,42,Borrower_42,660,68243.09162745724,21,OWN,42,0.3545,0.18757175016482927,5,0.0,41.7,0.0,Unknown,None
43,43,24572.0,36,0.222102297317489,941.0903301211814,D,2023-11-21 11:47:56.405504,Charged Off,43,Borrower_43,629,106266.42521480442,21,RENT,43,0.2666,0.4423439673986981,18,0.0,59.11,1.0,Unknown,None
44,44,39546.0,36,0.144752030747744,1360.7337753740296,A,2023-09-28 11:47:56.405511,Current,44,Borrower_44,581,51425.42913790971,15,MORTGAGE,44,0.1709,0.8751184269160993,22,0.0,64.28,0.0,Unknown,None
45,45,16150.0,36,0.2099157288204006,608.3824618436973,A,2024-07-07 11:47:56.405518,Current,45,Borrower_45,633,109023.71278044794,27,MORTGAGE,45,0.4127,0.6021825080129326,7,0.0,32.17,0.0,Unknown,None
46,46,17799.0,60,0.1661239520964707,438.6499274693652,A,2023-11-13 11:47:56.405524,Current,46,Borrower_46,685,22727.22540268012,15,MORTGAGE,46,0.1304,0.5170872096318749,21,0.0,13.16,0.0,Unknown,None
47,47,10663.0,36,0.2046180283234224,398.7887573613602,A,2025-07-05 11:47:56.405531,Current,47,Borrower_47,839,31994.71153007698,2,MORTGAGE,47,0.4832,0.7860001654276217,0,0.0,24.28,0.0,Unknown,None
48,48,37948.0,36,0.1165345973060647,1254.1449167572737,D,2025-08-09 11:47:56.405538,Current,48,Borrower_48,770,71276.5152075845,27,RENT,48,0.1621,0.2624182405185569,0,0.0,88.84,0.0,Unknown,None
49,49,38030.0,60,0.2162833243860622,1042.3266007786667,E,2025-08-06 11:47:56.405544,Current,49,Borrower_49,797,29572.133200840675,12,RENT,49,0.2442,0.440916312935988,0,0.0,57.03,0.0,Unknown,None
50,50,28007.0,36,0.1049144631102043,910.182978077222,A,2024-07-02 11:47:56.405550,Late (31-120 days),50,Borrower_50,623,33281.75861762393,13,RENT,50,0.418,0.5142476681106046,5,0.0,51.12,1.0,Unknown,None
51,51,36283.0,60,0.1592197616006581,880.8286028030583,C,2023-07-07 11:47:56.405557,Current,51,Borrower_51,741,45986.88692007487,7,RENT,51,0.3663,0.6365056375977268,15,0.0,48.47,0.0,Unknown,None
52,52,26671.0,60,0.0928014226347748,557.2793700695056,D,2024-08-13 11:47:56.405563,Current,52,Borrower_52,781,88055.22874330019,11,RENT,52,0.2338,0.3209305439546202,5,0.0,36.44,0.0,Unknown,None
53,53,26385.0,60,0.1451053043252386,620.9386526205403,E,2023-04-28 11:47:56.405570,Fully Paid,53,Borrower_53,849,23202.55264367384,22,RENT,53,0.2112,0.27818488490114035,23,0.0,39.48,0.0,Unknown,None
54,54,12236.0,36,0.1136350419017406,402.7005590163225,A,2024-12-15 11:47:56.405577,Current,54,Borrower_54,794,65195.7251825974,22,RENT,54,0.5353,0.3037109700901975,0,0.0,26.57,0.0,Unknown,None
55,55,23024.0,36,0.1033406861274428,746.5361123268789,E,2024-06-08 11:47:56.405584,Current,55,Borrower_55,831,100356.28404871446,21,MORTGAGE,55,0.1917,0.82068642481688,13,0.0,29.25,0.0,Unknown,None
56,56,18376.0,60,0.2433970036056075,532.2696378301714,C,2024-08-04 11:47:56.405590,Charged Off,56,Borrower_56,769,54313.46208807638,20,MORTGAGE,56,0.2885,0.35195868457804447,7,0.0,30.55,1.0,Unknown,None
57,57,38138.0,60,0.0820148210973461,776.9838613469205,D,2024-02-02 11:47:56.405597,Current,57,Borrower_57,792,49790.76904074504,25,MORTGAGE,57,0.2635,0.8211722417082116,10,0.0,46.88,0.0,Unknown,None
58,58,19157.0,60,0.207465167491479,515.5333449577503,D,2025-05-26 11:47:56.405604,Charged Off,58,Borrower_58,787,73195.23786025844,7,MORTGAGE,58,0.2209,0.8670184791809338,0,0.0,22.67,1.0,Unknown,None
59,59,20945.0,36,0.2468329918966429,829.2653011026326,E,2025-09-21 11:47:56.405611,Current,59,Borrower_59,816,54390.48305182449,20,RENT,59,0.2355,0.6546636894337227,0,0.0,50.15,0.0,Unknown,None
60,60,37584.0,60,0.0539802967480155,716.1304750003773,A,2024-11-12 11:47:56.405617,Fully Paid,60,Borrower_60,632,120000.34426323656,24,MORTGAGE,60,0.1134,0.6027091835702921,7,0.0,33.16,0.0,Unknown,None
61,61,24017.0,60,0.189805482808419,622.7571888416184,B,2024-06-21 11:47:56.405624,Current,61,Borrower_61,796,34347.80841221304,8,RENT,61,0.36,0.885617157513379,4,0.0,37.38,0.0,Unknown,None
62,62,2756.0,60,0.1005823611112574,58.63585839861098,D,2025-02-09 11:47:56.405631,Current,62,Borrower_62,831,58347.85770173356,0,MORTGAGE,62,0.3598,0.31745612863979344,0,0.0,4.29,0.0,Unknown,None
63,63,36141.0,36,0.0580975648656608,1096.3665955103415,B,2025-07-07 11:47:56.405637,Fully Paid,63,Borrower_63,767,66359.56489058328,5,RENT,63,0.1564,0.1292508164284227,0,0.0,66.24,0.0,Unknown,None
64,64,3576.0,60,0.1305779157913261,81.47082099834232,D,2023-12-07 11:47:56.405644,Late (31-120 days),64,Borrower_64,620,49551.75580159602,22,MORTGAGE,64,0.1906,0.49464210993093016,17,0.0,4.35,1.0,Unknown,None
65,65,26467.0,36,0.237043562034175,1034.2718988843526,A,2023-09-01 11:47:56.405650,Fully Paid,65,Borrower_65,736,14247.81254815874,18,RENT,65,0.3879,0.3890938338085773,18,0.0,44.29,0.0,Unknown,None
66,66,37952.0,36,0.0523530188733995,1141.4692739438551,A,2024-03-29 11:47:56.405658,Fully Paid,66,Borrower_66,594,55245.79710426239,22,RENT,66,0.303,0.5674630515476305,11,0.0,76.15,0.0,Unknown,None
67,67,32205.0,60,0.1675771383859563,796.1876522607577,D,2023-08-11 11:47:56.405664,Late (31-120 days),67,Borrower_67,644,93909.65607005256,10,MORTGAGE,67,0.0721,0.7416854244188555,26,0.0,72.28,1.0,Unknown,None
68,68,36165.0,60,0.1502792957190648,860.893112230143,E,2023-10-02 11:47:56.405671,Current,68,Borrower_68,588,88349.39174018874,10,RENT,68,0.3315,0.17382957646950398,13,0.0,42.47,0.0,Unknown,None
69,69,13674.0,60,0.2246768328742095,381.3060156094061,A,2025-07-15 11:47:56.405678,Current,69,Borrower_69,708,71495.46078090816,22,MORTGAGE,69,0.1376,0.7264439343030794,0,0.0,25.77,0.0,Unknown,None
70,70,23353.0,36,0.0668003429041251,717.6613680664213,A,2023-04-12 11:47:56.405684,Current,70,Borrower_70,715,34581.316194764775,29,MORTGAGE,70,0.2427,0.7345440560128658,25,0.0,46.04,0.0,Unknown,None
71,71,30849.0,36,0.18630520597733,1125.0470314964257,C,2025-03-11 11:47:56.405691,Fully Paid,71,Borrower_71,642,72959.1322540162,12,MORTGAGE,71,0.4029,0.15584777425913945,0,0.0,54.18,0.0,Unknown,None
72,72,5535.0,36,0.1860219396866554,201.7795451717807,A,2025-07-28 11:47:56.405698,Fully Paid,72,Borrower_72,718,44948.878481335065,10,MORTGAGE,72,0.6147,0.8494409922824991,0,0.0,11.45,0.0,Unknown,None
73,73,18118.0,60,0.1838160033724566,463.8474943827675,C,2024-07-27 11:47:56.405704,Fully Paid,73,Borrower_73,660,71449.16186900187,17,MORTGAGE,73,0.2274,0.13835030057299527,8,0.0,22.57,0.0,Unknown,None
74,74,1632.0,36,0.2384668989870074,63.896719142204105,A,2024-06-12 11:47:56.405711,Charged Off,74,Borrower_74,742,63624.41158905203,22,RENT,74,0.2365,0.7127353629648532,12,0.0,3.75,1.0,Unknown,None
75,75,14280.0,60,0.2146175058013761,390.040392216517,A,2024-01-09 11:47:56.405718,Fully Paid,75,Borrower_75,840,36747.01821558501,14,MORTGAGE,75,0.3239,0.2621193950955858,12,0.0,25.52,0.0,Unknown,None
76,76,15746.0,60,0.0583945452487012,303.2402149819463,E,2025-08-07 11:47:56.405724,Current,76,Borrower_76,810,38321.71862297066,0,MORTGAGE,76,0.1921,0.32511083941836094,0,0.0,20.44,0.0,Unknown,None
77,77,38036.0,60,0.1442165701409026,893.3679206447949,E,2024-07-16 11:47:56.405731,Current,77,Borrower_77,620,71504.18276714077,20,MORTGAGE,77,0.2072,0.10002156643530098,8,0.0,76.11,0.0,Unknown,None
78,78,20285.0,36,0.1295906112402667,683.0818908540411,A,2025-03-23 11:47:56.405739,Charged Off,78,Borrower_78,607,53607.456562523126,24,RENT,78,0.2639,0.23402387387686494,1,0.0,28.65,1.0,Unknown,None
79,79,19047.0,36,0.1120294442181604,625.406489433527,D,2023-04-29 11:47:56.405746,Current,79,Borrower_79,714,39334.57903546743,6,MORTGAGE,79,0.5137,0.8475760196224471,17,0.0,36.07,0.0,Unknown,None
80,80,11207.0,36,0.1402673450308194,383.1742323391392,D,2023-06-08 11:47:56.405752,Current,80,Borrower_80,780,37744.11713827536,22,MORTGAGE,80,0.4792,0.7184815517160664,17,0.0,22.61,0.0,Unknown,None
81,81,6591.0,60,0.1268388369851955,148.90108832569766,A,2025-04-12 11:47:56.405759,Current,81,Borrower_81,847,51435.53608108565,26,MORTGAGE,81,0.252,0.7783558554336681,0,0.0,7.89,0.0,Unknown,None
82,82,28757.0,36,0.1364667799757331,977.9184683321274,D,2023-09-28 11:47:56.405765,Current,82,Borrower_82,612,131144.1524225714,12,OWN,82,0.4706,0.15655606096343755,13,0.0,71.58,0.0,Unknown,None
83,83,17226.0,36,0.2458523731217285,681.129683726167,A,2024-10-28 11:47:56.405772,Fully Paid,83,Borrower_83,627,46025.96551303807,11,RENT,83,0.5929,0.6742311254339317,0,0.0,42.81,0.0,Unknown,None
84,84,30732.0,60,0.0677265949499161,605.2395318078937,E,2024-10-29 11:47:56.405779,Current,84,Borrower_84,641,59455.90538760544,17,RENT,84,0.3173,0.24333987375841462,0,0.0,37.68,0.0,Unknown,None
85,85,28206.0,60,0.2344461739677459,802.362168896559,B,2025-05-26 11:47:56.405786,Charged Off,85,Borrower_85,795,62995.72486873848,23,MORTGAGE,85,0.0889,0.34029684553248796,4,0.0,37.73,1.0,Unknown,None
86,86,21256.0,36,0.1460473426942053,732.7384961496767,C,2025-02-23 11:47:56.405792,Current,86,Borrower_86,678,34012.61636248948,18,MORTGAGE,86,0.6091,0.33778032409129777,0,0.0,43.89,0.0,Unknown,None
87,87,34822.0,60,0.1747484490999082,874.3320343130503,D,2023-06-24 11:47:56.405799,Fully Paid,87,Borrower_87,751,24799.623685809496,14,OWN,87,0.3774,0.44923683671369585,15,0.0,36.79,0.0,Unknown,None
88,88,10784.0,36,0.2160365933235388,409.6379965359002,D,2024-05-05 11:47:56.405805,Fully Paid,88,Borrower_88,793,35834.97434946361,7,RENT,88,0.263,0.5396169922192483,13,0.0,25.37,0.0,Unknown,None
89,89,38029.0,60,0.1220926058298511,849.9610182133887,E,2024-03-20 11:47:56.405812,Fully Paid,89,Borrower_89,614,67747.2189305032,18,OWN,89,0.3038,0.343560418213395,7,0.0,36.2,0.0,Unknown,None
90,90,36157.0,60,0.1360843816175934,833.9883064289597,D,2023-05-13 11:47:56.405819,Charged Off,90,Borrower_90,806,62546.49811509944,9,OWN,90,0.18,0.5151546828784991,24,0.0,57.0,1.0,Unknown,None
91,91,20937.0,36,0.1319036960557428,707.3715983824222,A,2023-07-16 11:47:56.405826,Current,91,Borrower_91,680,85067.7506603166,6,MORTGAGE,91,0.2089,0.2842089313389854,24,0.0,51.38,0.0,Unknown,None
92,92,12219.0,60,0.1249462045071519,274.8688748823188,A,2025-04-09 11:47:56.405832,Current,92,Borrower_92,710,62841.75043949171,17,MORTGAGE,92,0.3395,0.6119879768217743,0,0.0,17.08,0.0,Unknown,None
93,93,10399.0,60,0.235105864329379,296.21130324615746,B,2024-03-27 11:47:56.405839,Current,93,Borrower_93,836,56682.75814202277,15,RENT,93,0.1674,0.760420589546715,15,0.0,16.14,0.0,Unknown,None
94,94,34312.0,60,0.2157859782386024,939.4574389108762,B,2023-06-17 11:47:56.405846,Charged Off,94,Borrower_94,584,44266.96038499009,19,MORTGAGE,94,0.2721,0.32044051432655585,20,0.0,61.05,1.0,Unknown,None
95,95,28657.0,36,0.0717999979725952,887.2053071231314,B,2023-07-30 11:47:56.405853,Late (31-120 days),95,Borrower_95,797,93181.3986013491,26,RENT,95,0.1864,0.5125411410233858,23,0.0,53.38,1.0,Unknown,None
96,96,21047.0,60,0.0716246704954192,418.3710132985425,A,2024-07-24 11:47:56.405859,Current,96,Borrower_96,834,37813.06401040629,5,MORTGAGE,96,0.184,0.19232627086539233,8,0.0,24.22,0.0,Unknown,None
97,97,36007.0,60,0.1355739029705982,829.580507352737,B,2023-10-16 11:47:56.405866,Fully Paid,97,Borrower_97,786,34365.218486363854,26,RENT,97,0.326,0.20198283842322376,12,0.0,39.74,0.0,Unknown,None
98,98,11559.0,36,0.0697314753465618,356.76646568327,B,2023-10-22 11:47:56.405873,Current,98,Borrower_98,594,79501.22892460276,8,OWN,98,0.2496,0.5618573366718701,18,0.0,21.81,0.0,Unknown,None
99,99,21157.0,36,0.1738186190542239,758.331697783762,A,2025-02-15 11:47:56.405879,Current,99,Borrower_99,621,30743.114967640624,20,RENT,99,0.3349,0.6787575550860975,1,0.0,38.49,0.0,Unknown,None
100,100,36395.0,60,0.0787383214523467,735.7637295787738,E,2025-09-14 11:47:56.405886,Fully Paid,100,Borrower_100,758,200264.7458312352,12,MORTGAGE,100,0.184,0.7666513757332353,0,0.0,35.54,0.0,Unknown,None
101,101,7618.0,60,0.1544746527933602,183.02591475527976,D,2025-05-27 11:47:56.405892,Current,101,Borrower_101,642,62317.445539036,24,MORTGAGE,101,0.1641,0.32776957105502713,0,0.0,12.71,0.0,Unknown,None
102,102,7780.0,60,0.0514439894007435,147.33344363701266,C,2023-12-29 11:47:56.405899,Current,102,Borrower_102,810,71250.21090255979,20,MORTGAGE,102,0.3226,0.26442041982747677,7,0.0,8.99,0.0,Unknown,None
103,103,28050.0,36,0.1133192696825293,922.7364278724626,A,2025-01-20 11:47:56.405906,Fully Paid,103,Borrower_103,820,39966.2284501885,25,RENT,103,0.5365,0.677022054357656,0,0.0,61.17,0.0,Unknown,None
104,104,9015.0,60,0.185438144734531,231.59703777545545,A,2024-09-29 11:47:56.405912,Fully Paid,104,Borrower_104,631,51142.31817934128,7,RENT,104,0.4335,0.5151101031733397,0,0.0,16.16,0.0,Unknown,None
105,105,4130.0,36,0.1468077880455697,142.52303201995144,C,2025-02-15 11:47:56.405919,Current,105,Borrower_105,675,48369.34099911981,15,RENT,105,0.2306,0.11908883764738017,3,0.0,7.84,0.0,Unknown,None
106,106,29083.0,36,0.2456538971997976,1149.6605044270752,C,2023-08-13 11:47:56.405926,Fully Paid,106,Borrower_106,801,45664.7756502281,12,MORTGAGE,106,0.434,0.8873209470617266,18,0.0,84.42,0.0,Unknown,None
107,107,17480.0,60,0.2248207592132421,487.5818996167927,B,2024-05-06 11:47:56.405932,Current,107,Borrower_107,810,82164.68581310454,12,RENT,107,0.1957,0.31863897114330647,13,0.0,36.13,0.0,Unknown,None
108,108,36476.0,60,0.1218141558086302,814.7363804492779,C,2025-07-28 11:47:56.405939,Current,108,Borrower_108,816,47820.6092247053,16,MORTGAGE,108,0.2502,0.8122564179318762,0,0.0,52.45,0.0,Unknown,None
109,109,39165.0,36,0.0590973082944549,1189.8739462785663,D,2023-06-20 11:47:56.405946,Fully Paid,109,Borrower_109,722,99583.3852145052,22,MORTGAGE,109,0.4495,0.8631727338203671,15,0.0,71.47,0.0,Unknown,None
110,110,12528.0,60,0.2191252600230037,345.386939678209,D,2024-06-21 11:47:56.405953,Current,110,Borrower_110,750,226747.23527281868,19,MORTGAGE,110,0.1074,0.3482981105126182,14,0.0,14.9,0.0,Unknown,None
111,111,6914.0,60,0.2322468620629342,195.80248704663285,D,2025-05-19 11:47:56.405960,Current,111,Borrower_111,608,51649.16871951192,4,OWN,111,0.2891,0.10739770512853682,0,0.0,14.33,0.0,Unknown,None
112,112,38136.0,36,0.2141254786838073,1444.8669053918177,D,2023-10-26 11:47:56.405967,Current,112,Borrower_112,615,64612.15027183508,21,OWN,112,0.6891,0.6219677309463636,8,0.0,79.84,0.0,Unknown,None
113,113,12179.0,60,0.0755899881839529,244.38377099925003,D,2023-10-08 11:47:56.405973,Charged Off,113,Borrower_113,592,72384.03395584626,20,RENT,113,0.1197,0.8404472336840566,21,0.0,14.2,1.0,Unknown,None
114,114,21472.0,36,0.2495830268824575,853.2495270546643,B,2025-06-30 11:47:56.405980,Current,114,Borrower_114,739,148116.20392103973,27,MORTGAGE,114,0.3272,0.1890685740285851,0,0.0,63.31,0.0,Unknown,None
115,115,13076.0,60,0.1017168443105547,278.93225005972266,A,2025-06-12 11:47:56.405986,Current,115,Borrower_115,766,57450.33460149436,16,MORTGAGE,115,0.2592,0.5964567826456231,0,0.0,16.58,0.0,Unknown,None
116,116,25783.0,36,0.194840982561674,951.4246658368604,C,2025-05-04 11:47:56.405993,Current,116,Borrower_116,822,39556.74649921065,27,RENT,116,0.5559,0.23334362804990638,0,0.0,57.44,0.0,Unknown,None
117,117,14824.0,36,0.2316069752671443,575.0752510736173,A,2025-03-03 11:47:56.405999,Current,117,Borrower_117,665,31787.54251443562,8,OWN,117,0.3901,0.12185635092726993,0,0.0,29.87,0.0,Unknown,None
118,118,5299.0,60,0.0971374228661419,111.8431764053426,C,2023-12-23 11:47:56.406006,Current,118,Borrower_118,645,58163.19389038216,1,MORTGAGE,118,0.2532,0.8309806587022656,12,0.0,7.3,0.0,Unknown,None
119,119,9118.0,36,0.2316517109354132,353.7406689091713,B,2023-08-28 11:47:56.406012,Current,119,Borrower_119,749,47849.21017489385,24,MORTGAGE,119,0.6947,0.8450898023068235,10,0.0,22.14,0.0,Unknown,None
120,120,11756.0,36,0.1118963158389734,385.93293628234034,B,2025-08-17 11:47:56.406019,Fully Paid,120,Borrower_120,624,163571.36293592575,25,RENT,120,0.1695,0.40696422333776006,0,0.0,16.88,0.0,Unknown,None
